country,year,ktoe,source
LV,2023,133.221,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
LV,2024,129.829,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MD,2010,18.543,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MD,2011,19.573,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MD,2012,22.663,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MD,2013,21.633,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MD,2014,25.754,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MD,2015,24.723,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MD,2016,32.965,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MD,2017,48.412,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MD,2018,59.602,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MD,2019,52.827,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MD,2020,18.597,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MD,2021,44.531,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MD,2022,49.466,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MD,2023,48.816,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MD,2024,63.79,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
ME,2010,2.1,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
ME,2011,10.5,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
ME,2012,12.6,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
ME,2013,13.65,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
ME,2014,17.849,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
ME,2015,18.899,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
ME,2016,19.949,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
ME,2017,20.999,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
ME,2018,23.939,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
ME,2019,25.199,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
ME,2020,5.04,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
ME,2021,12.6,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
ME,2022,18.374,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
ME,2023,25.934,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
ME,2024,34.859,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MK,2010,7.256,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MK,2011,4.147,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MK,2012,8.293,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MK,2013,10.366,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MK,2014,12.439,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MK,2015,14.512,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MK,2016,15.86,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MK,2017,20.897,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MK,2018,23.575,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MK,2019,27.952,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MK,2020,15.653,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MK,2021,16.605,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MK,2022,26.861,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MK,2023,12.85,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MK,2024,8.011,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MT,2010,101.677,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MT,2011,104.758,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MT,2012,99.623,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MT,2013,104.758,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MT,2014,111.947,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MT,2015,116.055,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MT,2016,124.272,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MT,2017,139.384,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MT,2018,156.785,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MT,2019,164.798,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MT,2020,59.193,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MT,2021,77.163,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MT,2022,125.95,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MT,2023,150.409,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
MT,2024,163.554,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
NL,2010,3409.931,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
NL,2011,3549.154,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
NL,2012,3410.97,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
NL,2013,3484.738,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
NL,2014,3616.688,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
NL,2015,3801.218,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
NL,2016,3900.171,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
NL,2017,4013.363,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
NL,2018,4061.483,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
NL,2019,3971.783,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
NL,2020,2215.193,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
NL,2021,2436.187,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
NL,2022,3166.938,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
NL,2023,3335.877,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
NL,2024,3485.803,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
NO,2010,421.15,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
NO,2011,443.321,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
NO,2012,491.813,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
NO,2013,521.622,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
NO,2014,548.349,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
NO,2015,530.448,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
NO,2016,518.525,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
NO,2017,545.29,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
NO,2018,570.807,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
NO,2019,548.787,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
NO,2020,173.335,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
NO,2021,168.557,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
NO,2022,442.131,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
NO,2023,520.603,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
NO,2024,561.802,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
PL,2010,508.383,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
PL,2011,498.113,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
PL,2012,538.168,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
PL,2013,525.843,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
PL,2014,584.384,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
PL,2015,649.088,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
PL,2016,682.98,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
PL,2017,850.601,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
PL,2018,1006.338,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
PL,2019,1076.072,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
PL,2020,457.136,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
PL,2021,563.786,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
PL,2022,977.892,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
PL,2023,1186.257,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
PL,2024,1331.461,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
PT,2010,878.117,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
PT,2011,915.09,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
PT,2012,923.307,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
PT,2013,933.577,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
PT,2014,966.442,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
PT,2015,1046.551,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
PT,2016,1149.255,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
PT,2017,1280.503,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
PT,2018,1363.877,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
PT,2019,1458.157,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
PT,2020,523.094,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
PT,2021,665.839,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
PT,2022,1390.542,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
PT,2023,1604.161,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
PT,2024,1671.262,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
RO,2010,166.167,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
RO,2011,145.288,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
RO,2012,133.145,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
RO,2013,165.396,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
RO,2014,206.702,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
RO,2015,239.281,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
RO,2016,290.559,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
RO,2017,335.943,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
RO,2018,137.366,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
RO,2019,152.618,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
RO,2020,47.31,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
RO,2021,82.279,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
RO,2022,91.66,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
RO,2023,95.262,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
RO,2024,92.9,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
RS,2010,42.601,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
RS,2011,47.926,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
RS,2012,39.406,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
RS,2013,43.666,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
RS,2014,70.291,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
RS,2015,63.236,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
RS,2016,118.18,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
RS,2017,132.267,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
RS,2018,139.535,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
RS,2019,141.991,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
RS,2020,78.743,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
RS,2021,112.36,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
RS,2022,150.363,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
RS,2023,197.703,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
RS,2024,211.286,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
SE,2010,706.771,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
SE,2011,759.437,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
SE,2012,722.571,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
SE,2013,815.262,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
SE,2014,740.477,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
SE,2015,758.383,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
SE,2016,842.648,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
SE,2017,894.583,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
SE,2018,941.841,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
SE,2019,894.552,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
SE,2020,344.083,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
SE,2021,358.899,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
SE,2022,628.189,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
SE,2023,582.032,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
SE,2024,576.84,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
SI,2010,28.078,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
SI,2011,23.919,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
SI,2012,23.919,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
SI,2013,25.998,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
SI,2014,25.998,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
SI,2015,25.998,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
SI,2016,21.839,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
SI,2017,26.363,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
SI,2018,35.548,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
